Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,34,F,3,College,Divorced,Less than $40K,Blue,27,3,3,2,4274.0,2517,0.666,2257,54,0.8,0.589
Existing Customer,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156.0,2155,0.438,1376,44,0.571,0.683
Existing Customer,54,M,1,Graduate,Married,$80K - $120K,Blue,46,3,3,2,15554.0,2497,1.027,2836,61,0.605,0.161
Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,2,4,10606.0,1713,0.899,2694,61,0.906,0.162
Existing Customer,47,F,3,Graduate,Unknown,$40K - $60K,Blue,36,5,2,3,5369.0,1854,0.959,1898,50,0.786,0.345
Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,0.803,3369,55,0.774,0.082
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2800.0,1834,0.615,1571,36,0.636,0.655
Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,36,3,2,2,6543.0,2260,0.448,1519,31,0.632,0.345
Existing Customer,30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6476.0,0,0.551,2723,66,0.65,0.0
Existing Customer,60,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9033.0,845,0.663,1661,35,0.4,0.094
Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206.0,0,1.065,3253,72,0.532,0.0
Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938.0,1995,0.514,1352,30,0.429,0.679
Existing Customer,31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,0.816,2324,67,1.03,0.305
Existing Customer,55,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.0,1209,0.594,2803,61,0.605,0.573
Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,0.825,2214,56,0.6,0.774
Existing Customer,33,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.0,1440,0.629,2429,77,0.453,0.22
Existing Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704.0,1354,0.411,1331,30,0.364,0.202
Existing Customer,41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,0.87,4085,65,0.548,0.276
Existing Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,1,1,10619.0,607,0.883,4074,65,0.477,0.057
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,0.465,1825,51,0.821,0.519
Existing Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100.0,1970,0.371,1032,26,0.368,0.386
Existing Customer,63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,5905.0,726,0.85,3982,65,0.857,0.123
Existing Customer,35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,0.897,2314,59,1.034,0.0
Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451,1.198,2172,38,0.81,0.277
Existing Customer,33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857.0,0,0.699,3448,103,0.635,0.0
Existing Customer,31,M,0,High School,Divorced,Less than $40K,Blue,22,3,2,3,6012.0,0,0.968,2801,72,0.674,0.0
Existing Customer,58,F,0,Post-Graduate,Married,Less than $40K,Blue,39,5,3,3,6679.0,1207,0.538,1649,29,0.381,0.181
Existing Customer,61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,0.736,2073,43,0.654,0.07
Existing Customer,34,M,4,Unknown,Married,$40K - $60K,Blue,26,3,2,4,5540.0,1240,0.843,1524,31,0.824,0.224
Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801.0,2403,0.884,1526,44,1.0,0.858
Existing Customer,33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156.0,1427,0.48,2057,54,0.421,0.277
Existing Customer,48,F,1,High School,Married,Unknown,Blue,36,6,4,4,14228.0,1953,0.651,1970,51,0.645,0.137
Existing Customer,63,M,0,High School,Married,$80K - $120K,Blue,51,3,3,4,10257.0,1021,0.467,1508,30,0.429,0.1
Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014.0,794,0.5,1488,30,0.579,0.263
Existing Customer,47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762.0,1890,0.938,3814,88,0.66,0.328
Existing Customer,62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760.0,0,0.564,1459,20,0.538,0.0
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,43,5,2,2,8203.0,654,0.588,2910,63,0.909,0.08
Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655.0,1527,0.715,1921,26,0.444,0.575
Existing Customer,35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655.0,1048,0.509,2383,59,0.595,0.077
Existing Customer,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598.0,1645,0.765,2483,59,0.903,0.633
Existing Customer,59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300.0,1965,0.596,1693,27,0.688,0.854
Existing Customer,47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797.0,1802,0.675,3525,63,0.75,0.644
Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,2657.0,2115,0.688,3580,77,0.711,0.796
Existing Customer,58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149.0,1806,0.35,1220,36,0.333,0.197
Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,2629.0,1476,0.537,1725,41,0.414,0.561
Existing Customer,60,M,2,High School,Married,Unknown,Blue,41,5,2,4,3007.0,1664,0.34,1475,31,0.632,0.553
Existing Customer,50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17404.0,1745,0.54,4491,78,0.66,0.1
Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,30,4,1,1,13919.0,1266,0.438,3699,67,0.523,0.091
Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672.0,2517,0.799,1126,35,0.591,0.135
Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,36,6,2,2,4204.0,499,0.635,4740,67,0.523,0.119
Existing Customer,61,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,6859.0,2489,0.65,1617,26,1.0,0.363
Existing Customer,28,M,0,Uneducated,Divorced,Unknown,Blue,36,3,3,3,16766.0,1535,1.042,3093,77,0.878,0.092
Existing Customer,49,M,5,Unknown,Single,$80K - $120K,Blue,30,3,2,1,20895.0,1808,0.572,3210,65,0.667,0.087
Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,38,6,3,3,7881.0,2517,0.738,3068,77,0.711,0.319
Existing Customer,57,M,5,High School,Married,$80K - $120K,Blue,50,4,2,3,13427.0,0,0.521,1337,27,0.588,0.0
Existing Customer,37,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,3,2,2281.0,1677,1.027,2735,58,1.071,0.735
Existing Customer,57,M,2,Uneducated,Married,$80K - $120K,Blue,52,6,2,4,10974.0,0,0.591,1327,26,1.0,0.0
Attrited Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,36,1,3,4,8925.0,168,0.447,741,10,0.429,0.019
Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,40,4,1,3,5265.0,0,0.524,3281,68,0.744,0.0
Attrited Customer,45,F,2,High School,Divorced,Unknown,Blue,36,6,4,3,17156.0,2517,0.717,1142,33,0.32,0.147
Existing Customer,53,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,3,13457.0,1248,0.512,1548,41,0.519,0.093
Existing Customer,52,M,0,Unknown,Married,$60K - $80K,Blue,46,3,2,4,2742.0,2184,0.592,3829,72,0.532,0.796
Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,2,3,3890.0,2286,0.633,1889,51,0.457,0.588
Existing Customer,55,M,3,Graduate,Single,$80K - $120K,Blue,51,6,2,3,17198.0,0,0.803,4042,62,0.722,0.0
Existing Customer,53,M,4,High School,Married,$120K +,Blue,41,6,3,4,3401.0,1713,0.773,1924,54,0.317,0.504
Existing Customer,37,M,1,Unknown,Married,$60K - $80K,Blue,19,6,1,2,18951.0,1243,1.148,2874,58,0.657,0.066
Existing Customer,58,F,3,Unknown,Single,$40K - $60K,Blue,52,4,1,1,1454.0,888,1.19,3060,56,0.647,0.611
Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,28,5,2,1,7411.0,633,0.762,2761,77,0.604,0.085
Existing Customer,32,M,0,Uneducated,Single,$40K - $60K,Blue,36,4,3,3,7200.0,0,0.894,3006,83,0.93,0.0
Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147.0,1602,0.569,1558,23,0.643,0.509
Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,40,6,1,1,17450.0,2193,0.419,1426,38,0.462,0.126
Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352.0,1509,0.898,1454,29,1.071,0.082
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585.0,1535,0.462,2299,49,0.485,0.968
Existing Customer,54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251.0,1919,0.56,1406,31,0.24,0.59
Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858.0,1251,0.576,2844,73,0.622,0.438
Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,0.688,4252,64,0.684,0.083
Existing Customer,36,F,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687.0,1655,0.742,2448,63,0.5,0.449
Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840.0,2517,0.445,1637,22,1.0,0.52
Existing Customer,42,M,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108.0,0,1.015,3738,68,0.744,0.0
Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909.0,1753,0.788,1457,24,0.6,0.918
Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063.0,1236,0.542,3393,58,0.871,0.065
Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,26,4,2,4,15982.0,1691,0.808,1687,40,0.739,0.106
Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,0.66,1794,45,0.875,0.0
Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36,6,2,4,5967.0,2350,0.543,1426,29,0.812,0.394
Existing Customer,59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182.0,1558,0.457,1660,34,0.789,0.714
Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689.0,2101,0.416,1188,35,0.75,0.781
Existing Customer,56,F,0,High School,Married,Unknown,Blue,48,4,1,2,4203.0,1965,0.441,1425,32,0.778,0.468
Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453.0,0,0.76,4822,74,0.609,0.0
Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318.0,927,0.934,3011,83,0.804,0.279
Existing Customer,44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075.0,1506,0.794,2337,40,0.818,0.068
Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408.0,1463,0.728,2001,49,0.485,0.332
Existing Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838.0,1338,0.707,2641,67,0.595,0.277
Existing Customer,42,M,3,College,Unknown,$120K +,Blue,36,3,2,1,21670.0,2183,0.995,4121,81,0.761,0.101
Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,38,6,3,2,7928.0,1228,0.632,1537,37,0.682,0.155
Existing Customer,48,F,5,College,Divorced,$40K - $60K,Blue,40,3,1,1,4365.0,0,0.598,3542,57,1.111,0.0
Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,47,6,3,4,2248.0,0,0.735,4439,77,0.54,0.0
Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901.0,1176,0.612,2450,52,0.857,0.619
Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872.0,1167,0.517,2238,45,0.607,0.623
Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055.0,0,1.064,3656,63,0.75,0.0
Existing Customer,45,M,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991.0,1328,1.027,3692,60,0.714,0.121
Existing Customer,59,M,0,Uneducated,Married,Less than $40K,Blue,46,6,1,2,3939.0,2517,0.376,1489,34,0.545,0.639
Existing Customer,53,F,2,Post-Graduate,Married,$40K - $60K,Blue,40,5,1,4,2127.0,1995,0.374,1363,37,0.37,0.938
Existing Customer,43,F,3,Unknown,Married,Unknown,Blue,36,4,2,1,6971.0,1506,0.57,3575,67,0.675,0.216
Existing Customer,49,F,5,Graduate,Married,$40K - $60K,Blue,35,5,2,1,11115.0,1292,0.797,3956,74,0.609,0.116
Existing Customer,47,M,5,Unknown,Single,$80K - $120K,Blue,39,6,2,3,13241.0,0,1.002,3157,76,0.551,0.0
Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,42,6,1,2,14438.0,2517,0.853,2090,47,0.88,0.174
Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228.0,1443,0.934,2683,62,0.938,0.276
Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,4,5550.0,1518,1.182,2540,62,0.771,0.274
Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,45,5,3,3,2151.0,1163,0.849,2513,62,0.59,0.541
Existing Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,3,7181.0,2517,0.545,1636,39,0.56,0.351
Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,3,2,4852.0,2016,0.576,3561,73,0.622,0.415
Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,50,6,3,3,6735.0,2289,0.661,1249,28,0.75,0.34
Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,4,1,2,6128.0,1895,0.583,1700,42,0.355,0.309
Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,2,23124.0,1746,0.807,1959,50,0.724,0.076
Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436.0,1650,0.788,1972,37,0.947,0.48
Existing Customer,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176.0,1510,0.885,2074,48,0.92,0.475
Existing Customer,44,M,4,College,Unknown,$120K +,Blue,34,5,3,3,8874.0,1590,0.698,1849,56,0.647,0.179
Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,6,1,1,2689.0,2077,0.378,1356,33,0.435,0.772
Existing Customer,54,M,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1556.0,1278,0.46,1615,35,0.591,0.821
Existing Customer,58,F,2,High School,Single,$40K - $60K,Blue,36,3,3,3,7372.0,1210,0.946,1707,56,0.514,0.164
Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K,Blue,22,4,1,3,2965.0,1635,0.7,2553,59,0.553,0.551
Existing Customer,33,M,1,Unknown,Married,$80K - $120K,Blue,26,3,2,2,9819.0,1200,0.602,2198,40,0.538,0.122
Existing Customer,58,F,1,College,Married,Less than $40K,Blue,49,3,3,2,3846.0,1285,0.608,1815,47,0.621,0.334
Existing Customer,45,F,4,Uneducated,Unknown,Less than $40K,Silver,30,5,2,2,13131.0,1965,0.695,1795,37,0.48,0.15
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,28,4,2,1,2944.0,753,0.707,3457,61,0.848,0.256
Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660.0,2006,0.779,1569,39,0.773,0.354
Existing Customer,40,F,1,Graduate,Unknown,Less than $40K,Blue,30,5,1,1,7554.0,1848,0.767,4150,64,0.524,0.245
Existing Customer,52,M,0,Graduate,Single,$80K - $120K,Blue,43,4,3,3,8133.0,1942,0.572,3310,76,0.583,0.239
Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,36,6,2,2,3101.0,1257,0.416,1681,32,0.524,0.405
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,5,3,2,2361.0,1342,0.6,4316,78,0.529,0.568
Existing Customer,40,M,4,High School,Single,$40K - $60K,Blue,32,6,4,2,2441.0,1656,0.762,3903,62,0.824,0.678
Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,41,5,2,2,8532.0,2165,0.707,3242,63,0.75,0.254
Existing Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,37,5,3,3,16954.0,1588,0.878,3411,60,0.875,0.094
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,6,2,4,6827.0,0,0.754,2621,49,0.815,0.0
Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,1676.0,1372,0.522,4381,77,0.571,0.819
Existing Customer,32,M,2,High School,Divorced,$60K - $80K,Blue,26,6,1,4,2239.0,1338,0.567,2466,60,0.579,0.598
Existing Customer,32,F,1,Graduate,Single,Less than $40K,Blue,28,6,3,3,2428.0,1027,0.824,3007,84,0.867,0.423
Existing Customer,29,M,1,Unknown,Single,$60K - $80K,Blue,19,3,1,2,23507.0,1990,0.631,2650,65,0.912,0.085
Existing Customer,36,F,4,High School,Married,Less than $40K,Blue,36,4,1,3,4277.0,1578,0.84,1855,49,1.042,0.369
Existing Customer,28,M,1,High School,Divorced,Less than $40K,Blue,36,5,3,4,2265.0,1935,0.653,2306,61,0.525,0.854
Existing Customer,55,M,3,Graduate,Single,$40K - $60K,Blue,35,4,1,4,3065.0,0,0.716,3524,69,0.605,0.0
Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,28,3,3,2,1438.3,0,0.892,3044,91,0.896,0.0
Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,43,4,3,3,2706.0,2517,0.506,1682,39,0.625,0.93
Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,43,6,1,4,2999.0,1958,0.611,2073,48,0.714,0.653
Existing Customer,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226.0,1607,0.656,2660,62,1.0,0.722
Existing Customer,37,M,5,Graduate,Married,$60K - $80K,Blue,31,5,3,4,3351.0,1847,0.67,1910,43,0.593,0.551
Existing Customer,47,M,4,College,Divorced,$40K - $60K,Blue,36,5,1,1,5570.0,1858,0.783,4129,72,0.636,0.334
Existing Customer,54,M,3,Unknown,Married,$80K - $120K,Blue,41,3,3,2,10448.0,1569,0.482,1604,39,0.444,0.15
Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,30,6,3,3,21695.0,1257,0.793,2266,74,0.48,0.058
Existing Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,35,6,3,2,13650.0,1253,0.743,1703,53,0.71,0.092
Existing Customer,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156.0,2517,0.804,4160,81,0.653,0.156
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,4,2413.0,2015,0.47,1398,24,0.714,0.835
Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,45,3,2,3,5920.0,1589,0.512,1408,28,0.273,0.268
Existing Customer,30,M,0,High School,Married,Less than $40K,Blue,21,5,4,3,2490.0,1259,1.079,2441,53,0.514,0.506
Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,3,3,2,20640.0,1603,0.532,1792,53,0.395,0.078
Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,37,5,1,1,9453.0,2188,0.572,1688,45,0.452,0.231
Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,40,4,2,4,7949.0,1514,0.857,3355,58,0.657,0.19
Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36,3,2,1,2758.0,2168,1.046,3073,86,0.792,0.786
Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,5,2,1,20148.0,1084,0.79,3921,74,0.542,0.054
Existing Customer,59,F,0,Doctorate,Single,Less than $40K,Blue,36,3,1,2,1438.3,0,0.691,1904,47,0.382,0.0
Existing Customer,65,M,0,College,Divorced,Less than $40K,Blue,42,5,3,2,9706.0,1968,1.022,3435,58,0.706,0.203
Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,5,2,4,7457.0,0,0.717,3162,64,0.73,0.0
Existing Customer,53,M,3,High School,Married,$120K +,Blue,47,5,1,3,19081.0,2431,0.37,1536,31,0.476,0.127
Existing Customer,53,F,3,Uneducated,Married,Unknown,Blue,36,6,2,2,2447.0,1558,0.511,1716,38,0.462,0.637
Existing Customer,37,F,4,High School,Divorced,$40K - $60K,Blue,22,5,1,3,2563.0,1638,0.681,2064,46,0.917,0.639
Existing Customer,47,M,3,Doctorate,Single,Less than $40K,Blue,35,4,3,2,1842.0,0,0.726,4165,67,0.634,0.0
Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,40,4,2,4,2383.0,1938,0.597,1616,37,0.682,0.813
Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,Blue,21,5,3,3,20791.0,0,0.744,2883,93,0.755,0.0
Existing Customer,34,M,1,Graduate,Unknown,$60K - $80K,Blue,27,5,2,4,19900.0,1581,0.838,3948,96,0.846,0.079
Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,28,3,2,3,3701.0,969,1.079,3222,86,0.623,0.262
Existing Customer,30,F,2,Graduate,Single,Less than $40K,Blue,18,3,1,4,4199.0,1903,1.059,3016,67,0.763,0.453
Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,21,4,1,3,4353.0,1655,0.806,2664,81,0.884,0.38
Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4,4913.0,2517,0.348,899,28,0.273,0.512
Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,3,3,1,5454.0,1108,1.021,2674,67,0.675,0.203
Existing Customer,32,F,0,Graduate,Married,Unknown,Blue,26,3,3,2,2172.0,1381,1.145,2945,69,0.408,0.636
Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,26,4,3,2,2845.0,2517,0.686,2396,51,0.5,0.885
Existing Customer,38,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,2,2206.0,2018,0.648,1739,35,0.667,0.915
Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,24,3,1,4,12050.0,1732,0.804,2015,46,0.704,0.144
Existing Customer,65,M,0,High School,Unknown,Less than $40K,Blue,36,3,3,2,2107.0,1008,0.953,3913,67,0.523,0.478
Existing Customer,63,F,0,Graduate,Married,Less than $40K,Blue,36,6,3,4,2107.0,1351,0.521,1320,35,0.522,0.641
Existing Customer,51,M,1,Graduate,Married,$40K - $60K,Silver,36,6,2,2,17905.0,980,0.731,4399,64,0.778,0.055
Existing Customer,55,F,1,Graduate,Married,Unknown,Blue,43,5,4,2,3161.0,1389,0.307,1547,30,0.429,0.439
Existing Customer,27,M,0,Uneducated,Single,$60K - $80K,Blue,36,4,3,3,2464.0,0,0.502,2636,50,0.429,0.0
Existing Customer,34,F,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3203.0,2229,1.146,2625,52,0.625,0.696
Existing Customer,49,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,2,1993.0,0,0.539,4075,76,0.689,0.0
Existing Customer,27,M,0,Post-Graduate,Single,Unknown,Blue,22,5,2,2,7130.0,873,0.53,2498,37,0.321,0.122
Existing Customer,30,M,1,Uneducated,Divorced,Unknown,Blue,22,5,3,4,12539.0,910,0.856,2643,72,0.674,0.073
Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,49,5,1,2,3377.0,1720,0.491,1621,32,0.391,0.509
Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,43,6,3,2,5882.0,2335,0.579,1380,30,0.667,0.397
Existing Customer,51,M,0,Graduate,Married,$80K - $120K,Blue,40,4,3,2,7158.0,0,0.904,2113,60,0.875,0.0
Existing Customer,47,M,3,Graduate,Married,Less than $40K,Blue,41,6,1,4,5833.0,1747,0.551,3732,75,0.531,0.3
Existing Customer,26,F,0,High School,Single,$40K - $60K,Blue,36,6,3,4,4152.0,0,0.804,2351,42,0.312,0.0
Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,24,6,2,3,11699.0,1758,0.869,2007,46,1.0,0.15
Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,6,3,2,4505.0,1562,0.604,3968,68,0.619,0.347
Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,48,6,3,2,7667.0,1193,1.101,3915,76,0.617,0.156
Existing Customer,36,F,3,Graduate,Single,Less than $40K,Blue,31,3,2,3,2937.0,2159,0.67,2511,51,0.7,0.735
Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,5,3,4,5257.0,1572,0.732,2822,73,0.659,0.299
Existing Customer,39,M,2,High School,Single,$60K - $80K,Blue,28,6,3,3,10331.0,957,0.699,3695,81,0.653,0.093
Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,36,3,3,3,17557.0,0,0.667,2142,62,0.378,0.0
Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,48,6,3,2,4366.0,1590,0.475,1596,37,0.423,0.364
Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,46,6,2,2,8037.0,2276,0.406,3271,71,0.543,0.283
Existing Customer,38,M,2,Unknown,Married,Less than $40K,Blue,25,4,1,3,8740.0,734,1.072,2169,38,0.652,0.084
Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,36,6,2,3,8514.0,2013,0.664,4098,74,0.542,0.236
Existing Customer,36,F,4,Uneducated,Single,Less than $40K,Blue,26,4,3,2,2002.0,1377,0.671,2411,60,0.714,0.688
Existing Customer,51,F,0,High School,Married,Less than $40K,Blue,35,5,3,4,3132.0,1815,1.018,3607,60,0.935,0.58
Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,42,6,2,2,16411.0,1179,0.849,3929,71,0.732,0.072
Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,30,2,3,2,3735.0,1421,0.57,1837,47,0.741,0.38
Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K,Blue,37,3,3,1,22127.0,1799,0.758,3591,63,0.75,0.081
Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,34,3,2,3,11188.0,0,0.658,2109,47,0.621,0.0
Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5,2,3,5076.0,1223,0.83,2675,57,0.629,0.241
Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,3414.0,1473,0.597,1803,49,1.13,0.431
